,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
143,0.91360755,0.090425027,0.001000071,2.43E-07,0.0001,"(50, 50)",40,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.843406593,0.787292818,0.86908078,0.798319328,0.735211268,0.80690039,0.046365182,21,0.859036985,0.863414634,0.877607789,0.85,0.819694868,0.853950855,0.01930888
144,0.236053753,0.087958653,0.001000214,2.78E-07,0.0001,"(50,)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.346153846,0.168508287,0.35097493,0.179271709,0.21971831,0.253199777,0.080076307,170,0.332868109,0.18466899,0.344228095,0.18125,0.224687933,0.253540625,0.071160075
145,0.362282133,0.051233858,0.001000166,3.37E-07,0.0001,"(50,)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.615384615,0.610497238,0.584958217,0.633053221,0.636619718,0.616026711,0.018451218,133,0.661549197,0.649477352,0.61821975,0.626388889,0.698335645,0.650794167,0.028405306
146,0.518918037,0.07190882,0.000600243,0.000490096,0.0001,"(50,)",10,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.799450549,0.715469613,0.727019499,0.784313725,0.735211268,0.752365053,0.033354985,82,0.806699232,0.800696864,0.822670376,0.776388889,0.812760055,0.803843083,0.015529124
147,0.545723963,0.13129976,0.001000166,3.02E-07,0.0001,"(50,)",15,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.774725275,0.787292818,0.782729805,0.176470588,0.723943662,0.649972176,0.236842664,114,0.797627355,0.873170732,0.822670376,0.159722222,0.838418863,0.698321909,0.270411909
148,0.661950254,0.039375522,0.000999928,3.37E-07,0.0001,"(50,)",20,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.78021978,0.737569061,0.78551532,0.87394958,0.774647887,0.790205899,0.044986481,48,0.833914864,0.865505226,0.861613352,0.836805556,0.867545076,0.853076815,0.014619184
149,0.67435298,0.161764083,0.001000214,1.78E-07,0.0001,"(50,)",25,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.793956044,0.273480663,0.810584958,0.899159664,0.754929577,0.705620479,0.222086926,89,0.801116539,0.263414634,0.85744089,0.878472222,0.847434119,0.729575681,0.234450216
150,0.708961248,0.0291364,0.001000166,2.13E-07,0.0001,"(50,)",30,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",0.774725275,0.751381215,0.782729805,0.81232493,0.777464789,0.779632721,0.01951502,58,0.806699232,0.808362369,0.85744089,0.821527778,0.885575589,0.835921172,0.0308196
151,0.863796473,0.070462384,0.00099988,1.78E-07,0.0001,"(50,)",35,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",0.824175824,0.79558011,0.82729805,0.795518207,0.754929577,0.79966611,0.026007118,35,0.857641312,0.839721254,0.863004172,0.83125,0.873786408,0.853080629,0.015511641
152,0.779176903,0.017926158,0.001000309,2.43E-07,0.0001,"(50,)",40,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.818681319,0.720994475,0.82729805,0.831932773,0.726760563,0.785197551,0.050200631,53,0.833914864,0.78815331,0.865090403,0.833333333,0.825242718,0.829146926,0.024608585
